Title,Year,Age,Netflix,Hulu,Disney,Key,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards
Spy Kids: Mission Critical,2018,all,1,0,0,Spy Kids: Mission Critical2018,"Robert Rodriguez, F.M. De Marco, Michael Hefferon, Sean Jara","Animation, Action, Adventure, Comedy, Family, Sci-Fi",4.6,252,0,"USA, Canada",1 nomination.
Life on Location,2009,all,1,0,0,Life on Location2009,0,0,0.0,0,0,USA,0
Kulipari: Dream Walker,2018,7+,1,0,0,Kulipari: Dream Walker2018,0,"Animation, Action, Fantasy",7.3,57,0,0,1 nomination.
Wreck Trek,2013,,1,0,0,Wreck Trek2013,0,"Documentary, Adventure, Reality-TV",4.9,115,0,USA,0
Trek: Spy on the Wildebeest,2007,,1,0,0,Trek: Spy on the Wildebeest2007,John Downer,Documentary,8.0,57,0,UK,0
Stretch Armstrong & the Flex Fighters,2017,,1,0,0,Stretch Armstrong & the Flex Fighters2017,"Kevin Burke, Victor Cook, Chris Wyatt","Animation, Short, Action, Adventure, Comedy, Sci-Fi",6.4,250,0,USA,0
Gorilla Family & Me,2015,,1,0,0,Gorilla Family & Me2015,0,Documentary,8.2,31,0,UK,0
Wild Ones,2014,,1,0,0,Wild Ones2014,0,Reality-TV,6.9,14,0,"USA, Czech Republic",0
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,all,1,0,0,"Everyday Miracles: The Genius of Sofas, Stockings and Scanners2014",0,Documentary,7.3,109,0,UK,0
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,all,1,0,0,"Everyday Miracles: The Genius of Sofas, Stockings and Scanners2014",0,Documentary,7.3,109,0,UK,0
The Bomb Squad,2011,,1,0,0,The Bomb Squad2011,0,Documentary,7.8,21,0,UK,0
The Bomb Squad,2011,,1,0,0,The Bomb Squad2011,0,Documentary,7.8,21,0,UK,0
Inborn Pair,2011,,1,0,0,Inborn Pair2011,0,Drama,6.5,60,0,Taiwan,2 nominations.
The Future of Water,2007,,1,0,0,The Future of Water2007,0,Documentary,7.5,54,0,Norway,0
Wild Australia with Ray Mears,2016,,1,0,0,Wild Australia with Ray Mears2016,0,Documentary,7.2,39,0,UK,0
Wild Australia with Ray Mears,2016,,1,0,0,Wild Australia with Ray Mears2016,0,Documentary,7.2,39,0,UK,0
Wild Australia with Ray Mears,2016,,1,0,0,Wild Australia with Ray Mears2016,0,Documentary,7.2,39,0,UK,0
Top Grier,2016,,1,0,0,Top Grier2016,0,Reality-TV,5.5,37,0,USA,0
Top Grier,2016,,1,0,0,Top Grier2016,0,Reality-TV,5.5,37,0,USA,0
The Miracle,2016,,1,0,0,The Miracle2016,0,Drama,6.3,135,0,South Korea,0
Britain's Horror Homes,2015,,1,0,0,Britain's Horror Homes2015,0,Documentary,5.6,18,0,UK,0
Space Dealers,2019,,1,0,0,Space Dealers2019,0,Reality-TV,6.7,37,0,0,0
Tjovitjo,2017,,1,0,0,Tjovitjo2017,0,Drama,4.8,6,0,South Africa,2 wins & 2 nominations.
Extreme Animal Obsessions,2013,,1,0,0,Extreme Animal Obsessions2013,0,Documentary,0.0,0,0,USA,0
Inst@famous,2018,18+,1,0,0,Inst@famous2018,0,0,4.0,5,0,USA,0
Screenland,2017,,1,0,0,Screenland2017,0,"Documentary, Reality-TV",6.8,26,0,0,0
The Quon Dynasty,2011,,1,0,0,The Quon Dynasty2011,0,Documentary,6.0,7,0,Canada,0
The Quon Dynasty,2011,,1,0,0,The Quon Dynasty2011,0,Documentary,6.0,7,0,Canada,0
The Quon Dynasty,2011,,1,0,0,The Quon Dynasty2011,0,Documentary,6.0,7,0,Canada,0
Entangled,2014,,1,0,0,Entangled2014,Tony Elliott,"Short, Drama, Sci-Fi",8.1,26,0,Canada,1 win & 1 nomination.
Jimmy: The True Story of a True Idiot,2018,all,1,0,0,Jimmy: The True Story of a True Idiot2018,0,Comedy,6.6,51,0,Japan,0
Footprints,2013,,1,0,0,Footprints2013,"Nick Dear, Shane Wheeler","Short, Sci-Fi",0.0,0,41,USA,0
Maharakshak Devi,2015,,1,0,0,Maharakshak Devi2015,0,Fantasy,6.4,11,0,India,0
Treehouse Detectives,2018,,1,0,0,Treehouse Detectives2018,0,Animation,6.9,53,0,"South Korea, USA",1 win.
Immortal Classic,2012,16+,1,0,0,Immortal Classic2012,0,Romance,7.0,13,0,South Korea,0
Immortal Classic,2012,16+,1,0,0,Immortal Classic2012,0,Romance,7.0,13,0,South Korea,0
Immortal Classic,2012,16+,1,0,0,Immortal Classic2012,0,Romance,7.0,13,0,South Korea,0
Atomic Puppet,2016,7+,1,0,0,Atomic Puppet2016,0,"Animation, Action, Comedy, Sci-Fi",5.2,146,0,"Canada, France",3 nominations.
Atomic Puppet,2016,7+,1,0,0,Atomic Puppet2016,0,"Animation, Action, Comedy, Sci-Fi",5.2,146,0,"Canada, France",3 nominations.
Atomic Puppet,2016,7+,1,0,0,Atomic Puppet2016,0,"Animation, Action, Comedy, Sci-Fi",5.2,146,0,"Canada, France",3 nominations.
Money for Nothing,2013,,1,0,0,Money for Nothing2013,Saul Austerlitz,Documentary,6.0,51,0,USA,0
Money for Nothing,2013,,1,0,0,Money for Nothing2013,Saul Austerlitz,Documentary,6.0,51,0,USA,0
Stunt Science,2018,18+,1,0,0,Stunt Science2018,0,Reality-TV,4.7,34,0,UK,0
Iron Ladies,2018,,1,0,0,Iron Ladies2018,0,0,6.9,8,0,Taiwan,0
Slum Survivors,2014,,1,0,0,Slum Survivors2014,0,Documentary,0.0,0,0,UK,0
Operation Gold Rush with Dan Snow,2016,,1,0,0,Operation Gold Rush with Dan Snow2016,0,Adventure,6.5,22,0,UK,0
Love Around,2013,,1,0,0,Love Around2013,0,Romance,8.0,91,0,Taiwan,0
My Hotter Half,2017,,1,0,0,My Hotter Half2017,0,Reality-TV,3.7,123,0,UK,0
The Big Ward,2016,,1,0,0,The Big Ward2016,0,Reality-TV,0.0,0,0,New Zealand,0
Changing Seas,2009,all,1,0,0,Changing Seas2009,0,"Documentary, Adventure",6.1,14,0,USA,0
Changing Seas,2009,all,1,0,0,Changing Seas2009,0,"Documentary, Adventure",6.1,14,0,USA,0
Changing Seas,2009,all,1,0,0,Changing Seas2009,0,"Documentary, Adventure",6.1,14,0,USA,0
Hive Alive,2014,,1,0,0,Hive Alive2014,0,0,8.0,19,0,UK,0
Chico Bon Bon: Monkey with a Tool Belt,2020,,1,0,0,Chico Bon Bon: Monkey with a Tool Belt2020,0,"Animation, Family",6.4,56,0,USA,0
Zona Rosa,2019,,1,0,0,Zona Rosa2019,0,Comedy,5.6,26,0,Mexico,0
Jumping Girl,2015,,1,0,0,Jumping Girl2015,0,Drama,5.6,28,0,South Korea,0
Monster Math Squad,2012,,1,0,0,Monster Math Squad2012,0,Animation,6.1,10,0,Canada,1 nomination.
Monster Math Squad,2012,,1,0,0,Monster Math Squad2012,0,Animation,6.1,10,0,Canada,1 nomination.
The Outstanding Woman,2014,,1,0,0,The Outstanding Woman2014,0,Drama,5.4,24,0,South Korea,0
The Outstanding Woman,2014,,1,0,0,The Outstanding Woman2014,0,Drama,5.4,24,0,South Korea,0
Grami's Circus Show,2014,all,1,0,0,Grami's Circus Show2014,0,Animation,5.1,18,0,0,0
Grami's Circus Show,2014,all,1,0,0,Grami's Circus Show2014,0,Animation,5.1,18,0,0,0
Game Winning Hit,2009,,1,0,0,Game Winning Hit2009,0,"Drama, Sport",1.9,54,0,Taiwan,0
Compete to Eat,2013,,1,0,0,Compete to Eat2013,0,Reality-TV,4.7,32,0,Canada,0
Shopkins,2014,all,1,0,0,Shopkins2014,0,Animation,3.7,25,0,USA,0
True: Terrific Tales,2020,,1,0,0,True: Terrific Tales2020,0,"Animation, Family",4.5,8,0,Canada,0
True: Terrific Tales,2020,,1,0,0,True: Terrific Tales2020,0,"Animation, Family",4.5,8,0,Canada,0
Rescue Mediums,2006,,1,0,0,Rescue Mediums2006,0,"Documentary, Mystery",5.1,96,0,Canada,1 nomination.
The Day My Butt Went Psycho!,2013,,1,0,0,The Day My Butt Went Psycho!2013,"Mark Steinberg, Andy Griffiths","Animation, Action, Adventure, Comedy",3.2,241,0,"Canada, Australia",2 wins & 1 nomination.
I Own Britain's Best Home,2008,,1,0,0,I Own Britain's Best Home2008,0,Reality-TV,6.5,6,0,UK,0
Real Rescues,2007,,1,0,0,Real Rescues2007,0,Documentary,0.0,0,0,UK,0
Six Puppies and Us,2015,all,1,0,0,Six Puppies and Us2015,0,Documentary,0.0,0,0,UK,0
Kate and Mim-Mim,2014,,1,0,0,Kate and Mim-Mim2014,"Julie Stewart, Scott Stewart","Animation, Family",5.9,168,0,Canada,2 nominations.
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
Learning Time with Timmy,2018,,1,0,0,Learning Time with Timmy2018,Jackie Cockle,"Animation, Family",5.8,5,0,UK,0
My Tattoo Addiction,2012,,1,0,0,My Tattoo Addiction2012,0,Documentary,0.0,0,0,UK,0
Super Bheem,2017,,1,0,0,Super Bheem2017,0,0,0.0,0,0,India,0
Khelti Hai Zindagi Aankh Micholi,2013,,1,0,0,Khelti Hai Zindagi Aankh Micholi2013,0,Drama,0.0,0,0,India,0
My Secret Romance,2017,,1,0,0,My Secret Romance2017,0,"Comedy, Romance",7.1,1232,0,South Korea,0
Changing Faces,2015,,1,0,0,Changing Faces2015,Steph Withey,0,5.3,17,0,Australia,0
Head 2 Head,2015,,1,0,0,Head 2 Head2015,Klement Tinaj,"Short, Action",0.0,0,0,USA,0
History's Greatest Hoaxes,2016,,1,0,0,History's Greatest Hoaxes2016,0,Documentary,6.0,19,0,Australia,0
Guerra de Idolos,2017,,1,0,0,Guerra de Idolos2017,Mariano Calasso,"Drama, Musical",8.0,82,0,USA,0
Guerra de Idolos,2017,,1,0,0,Guerra de Idolos2017,Mariano Calasso,"Drama, Musical",8.0,82,0,USA,0
Guerra de Idolos,2017,,1,0,0,Guerra de Idolos2017,Mariano Calasso,"Drama, Musical",8.0,82,0,USA,0
Guerra de Idolos,2017,,1,0,0,Guerra de Idolos2017,Mariano Calasso,"Drama, Musical",8.0,82,0,USA,0
Guerra de Idolos,2017,,1,0,0,Guerra de Idolos2017,Mariano Calasso,"Drama, Musical",8.0,82,0,USA,0
Trawlermen Tales,2016,,1,0,0,Trawlermen Tales2016,0,Documentary,6.1,10,0,UK,0
Trawlermen Tales,2016,,1,0,0,Trawlermen Tales2016,0,Documentary,6.1,10,0,UK,0
Argon,2017,,1,0,0,Argon2017,0,Drama,7.4,184,0,South Korea,0
Aftermath,2014,,1,0,0,Aftermath2014,Christian McDonald,"Horror, Sci-Fi, Thriller",4.7,1713,0,USA,0
Beyond Stranger Things,2017,,1,0,0,Beyond Stranger Things2017,0,"Documentary, Talk-Show",7.5,1708,0,USA,0
Beyond Stranger Things,2017,,1,0,0,Beyond Stranger Things2017,0,"Documentary, Talk-Show",7.5,1708,0,USA,0
Beyond Stranger Things,2017,,1,0,0,Beyond Stranger Things2017,0,"Documentary, Talk-Show",7.5,1708,0,USA,0
Click for Murder,2017,,1,0,0,Click for Murder2017,0,Crime,7.2,5,0,UK,0
Be with Me,2015,,1,0,0,Be with Me2015,0,Drama,6.7,7,0,Taiwan,0
Be with Me,2015,,1,0,0,Be with Me2015,0,Drama,6.7,7,0,Taiwan,0
Hardliners,2010,,1,0,0,Hardliners2010,0,Documentary,7.4,20,0,Australia,0
For the Win,2017,,1,0,0,For the Win2017,0,Sport,3.0,9,0,USA,0
Paul Hollywood's Big Continental Road Trip,2017,,1,0,0,Paul Hollywood's Big Continental Road Trip2017,0,Documentary,7.5,116,0,UK,0
Paul Hollywood's Big Continental Road Trip,2017,,1,0,0,Paul Hollywood's Big Continental Road Trip2017,0,Documentary,7.5,116,0,UK,0
An Innocent Mistake,2012,,1,0,0,An Innocent Mistake2012,0,Drama,6.9,16,0,Taiwan,2 wins & 4 nominations.
An Innocent Mistake,2012,,1,0,0,An Innocent Mistake2012,0,Drama,6.9,16,0,Taiwan,2 wins & 4 nominations.
Love Cheque Charge,2014,,1,0,0,Love Cheque Charge2014,0,Drama,7.8,36,0,Taiwan,0
Love Cheque Charge,2014,,1,0,0,Love Cheque Charge2014,0,Drama,7.8,36,0,Taiwan,0
The Game 365,2006,,1,0,0,The Game 3652006,0,"Sport, Talk-Show",0.0,0,0,USA,6 wins & 8 nominations.
The Game 365,2006,,1,0,0,The Game 3652006,0,"Sport, Talk-Show",0.0,0,0,USA,6 wins & 8 nominations.
The Game 365,2006,,1,0,0,The Game 3652006,0,"Sport, Talk-Show",0.0,0,0,USA,6 wins & 8 nominations.
The Game 365,2006,,1,0,0,The Game 3652006,0,"Sport, Talk-Show",0.0,0,0,USA,6 wins & 8 nominations.
The Game 365,2006,,1,0,0,The Game 3652006,0,"Sport, Talk-Show",0.0,0,0,USA,6 wins & 8 nominations.
Wild France with Ray Mears,2016,,1,0,0,Wild France with Ray Mears2016,0,"Documentary, Reality-TV",7.0,38,0,UK,0
Wild France with Ray Mears,2016,,1,0,0,Wild France with Ray Mears2016,0,"Documentary, Reality-TV",7.0,38,0,UK,0
Genius of the Ancient World,2015,,1,0,0,Genius of the Ancient World2015,0,Documentary,7.3,435,0,UK,0
Ready for Start,2016,,1,0,0,Ready for Start2016,0,Comedy,7.5,13,0,"USA, South Korea",0
The Fear,2012,,1,0,0,The Fear2012,0,"Crime, Thriller",7.2,1068,0,UK,5 wins & 2 nominations.
The Color of a Woman,2011,,1,0,0,The Color of a Woman2011,0,Romance,5.1,36,0,South Korea,0
Polar Bear: Spy on the Ice,2010,,1,0,0,Polar Bear: Spy on the Ice2010,0,Documentary,0.0,0,0,USA,0
Polar Bear: Spy on the Ice,2010,,1,0,0,Polar Bear: Spy on the Ice2010,0,Documentary,0.0,0,0,USA,0
Show Me the Money,2004,,1,0,0,Show Me the Money2004,0,Reality-TV,0.0,0,0,Ireland,2 wins.
Ordinary Heroes,2013,,1,0,0,Ordinary Heroes2013,0,Documentary,0.0,0,0,"UK, Bosnia and Herzegovina",0
Real GOT7,2014,,1,0,0,Real GOT72014,0,Reality-TV,6.8,31,0,South Korea,0
Real GOT7,2014,,1,0,0,Real GOT72014,0,Reality-TV,6.8,31,0,South Korea,0
Real GOT7,2014,,1,0,0,Real GOT72014,0,Reality-TV,6.8,31,0,South Korea,0
Murder Files,2012,,1,0,0,Murder Files2012,0,0,0.0,0,0,UK,0
"Deals, Wheels and Steals",2015,,1,0,0,"Deals, Wheels and Steals2015",0,0,6.4,7,0,UK,0
"Deals, Wheels and Steals",2015,,1,0,0,"Deals, Wheels and Steals2015",0,0,6.4,7,0,UK,0
Under the Black Moonlight,2016,,1,0,0,Under the Black Moonlight2016,0,Drama,4.8,29,0,South Korea,0
Under the Black Moonlight,2016,,1,0,0,Under the Black Moonlight2016,0,Drama,4.8,29,0,South Korea,0
In Between,2012,,1,0,0,In Between2012,0,Drama,7.7,17,0,Taiwan,0
In Between,2012,,1,0,0,In Between2012,0,Drama,7.7,17,0,Taiwan,0
In Between,2012,,1,0,0,In Between2012,0,Drama,7.7,17,0,Taiwan,0
Love Family,2013,,1,0,0,Love Family2013,0,Drama,7.7,9,0,Taiwan,0
The Polar Sea,2014,,1,0,0,The Polar Sea2014,0,Documentary,6.9,70,0,Canada,0
The Polar Sea,2014,,1,0,0,The Polar Sea2014,0,Documentary,6.9,70,0,Canada,0
The Polar Sea,2014,,1,0,0,The Polar Sea2014,0,Documentary,6.9,70,0,Canada,0
The Polar Sea,2014,,1,0,0,The Polar Sea2014,0,Documentary,6.9,70,0,Canada,0
Slice of Paradise,2017,,1,0,0,Slice of Paradise2017,0,0,0.0,0,0,0,0
Two Fathers,2013,,1,0,0,Two Fathers2013,0,Drama,7.5,28,0,Taiwan,1 nomination.
Rick and Morty,2013,18+,0,1,0,Rick and Morty2013,"Dan Harmon, Justin Roiland","Animation, Adventure, Comedy, Sci-Fi",9.2,360171,94,USA,Won 2 Primetime Emmys. Another 15 wins & 18 nominations.
Fargo,2014,18+,0,1,0,Fargo2014,Noah Hawley,"Crime, Drama, Thriller",8.9,316126,96,USA,Won 3 Golden Globes. Another 56 wins & 210 nominations.
Brooklyn Nine-Nine,2013,16+,0,1,0,Brooklyn Nine-Nine2013,"Dan Goor, Michael Schur","Comedy, Crime",8.4,210709,97,USA,Won 2 Golden Globes. Another 12 wins & 107 nominations.
The Simpsons,1989,7+,0,1,1,The Simpsons1989,"James L. Brooks, Matt Groening, Sam Simon","Animation, Comedy",8.7,328282,85,USA,Nominated for 1 Golden Globe. Another 168 wins & 302 nominations.
Lost,2004,16+,0,1,0,Lost2004,"J.J. Abrams, Jeffrey Lieber, Damon Lindelof","Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",8.3,487464,85,USA,Won 1 Golden Globe. Another 112 wins & 390 nominations.
Prison Break,2005,16+,0,1,0,Prison Break2005,Paul T. Scheuring,"Action, Crime, Drama, Mystery, Thriller",8.3,466441,60,"UK, USA",Nominated for 2 Golden Globes. Another 8 wins & 30 nominations.
Modern Family,2009,16+,0,1,0,Modern Family2009,"Steven Levitan, Christopher Lloyd","Comedy, Drama, Romance",8.4,343950,86,USA,Won 1 Golden Globe. Another 117 wins & 381 nominations.
Firefly,2002,16+,0,1,0,Firefly2002,Joss Whedon,"Adventure, Drama, Sci-Fi",9.0,240232,85,USA,Won 1 Primetime Emmy. Another 4 wins & 8 nominations.
Seinfeld,1989,7+,0,1,0,Seinfeld1989,"Larry David, Jerry Seinfeld",Comedy,8.8,247911,88,USA,Won 3 Golden Globes. Another 71 wins & 185 nominations.
It's Always Sunny in Philadelphia,2005,18+,0,1,0,It's Always Sunny in Philadelphia2005,"Glenn Howerton, Rob McElhenney",Comedy,8.8,185306,96,USA,Nominated for 3 Primetime Emmys. Another 4 wins & 12 nominations.
Killing Eve,2018,16+,0,1,0,Killing Eve2018,Phoebe Waller-Bridge,"Action, Adventure, Drama, Thriller",8.3,80912,90,"USA, UK, Italy",Won 1 Golden Globe. Another 32 wins & 117 nominations.
South Park,1997,18+,0,1,0,South Park1997,"Trey Parker, Matt Stone, Brian Graden","Animation, Comedy",8.7,325937,81,USA,Won 5 Primetime Emmys. Another 13 wins & 87 nominations.
How I Met Your Mother,2005,16+,0,1,0,How I Met Your Mother2005,"Carter Bays, Craig Thomas","Comedy, Romance",8.3,585948,83,USA,Nominated for 2 Golden Globes. Another 26 wins & 93 nominations.
Futurama,1999,16+,0,1,0,Futurama1999,"David X. Cohen, Matt Groening","Animation, Comedy, Sci-Fi",8.4,210551,95,USA,Won 6 Primetime Emmys. Another 24 wins & 57 nominations.
The Handmaid's Tale,2017,18+,0,1,0,The Handmaid's Tale2017,Bruce Miller,"Drama, Sci-Fi, Thriller",8.5,162661,88,USA,Won 2 Golden Globes. Another 70 wins & 181 nominations.
Sons of Anarchy,2008,18+,0,1,0,Sons of Anarchy2008,Kurt Sutter,"Crime, Drama, Thriller",8.6,253591,87,USA,Won 1 Golden Globe. Another 10 wins & 55 nominations.
Gravity Falls,2012,7+,0,1,1,Gravity Falls2012,Alex Hirsch,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Horror, Mystery, Sci-Fi, Thriller",8.9,69673,100,USA,Won 2 Primetime Emmys. Another 11 wins & 34 nominations.
What We Do in the Shadows,2019,18+,0,1,0,What We Do in the Shadows2019,Jemaine Clement,"Comedy, Fantasy, Horror",8.5,32815,97,USA,Nominated for 10 Primetime Emmys. Another 4 wins & 15 nominations.
Archer,2009,18+,0,1,0,Archer2009,Adam Reed,"Animation, Action, Comedy",8.6,134882,91,USA,Won 3 Primetime Emmys. Another 10 wins & 55 nominations.
This Is Us,2016,16+,0,1,0,This Is Us2016,Dan Fogelman,"Comedy, Drama, Romance",8.7,99283,92,USA,Won 1 Golden Globe. Another 49 wins & 181 nominations.
Justified,2010,18+,0,1,0,Justified2010,Graham Yost,"Action, Crime, Drama, Mystery, Thriller, Western",8.6,84630,97,USA,Won 2 Primetime Emmys. Another 8 wins & 65 nominations.
Scrubs,2001,7+,0,1,0,Scrubs2001,Bill Lawrence,"Comedy, Drama",8.3,233766,83,USA,Nominated for 3 Golden Globes. Another 33 wins & 132 nominations.
The X-Files,1993,16+,0,1,0,The X-Files1993,Chris Carter,"Crime, Drama, Mystery, Sci-Fi, Thriller",8.6,191121,75,"Canada, USA",Won 5 Golden Globes. Another 95 wins & 217 nominations.
My Hero Academia,2016,16+,0,1,0,My Hero Academia2016,0,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",8.5,30272,100,Japan,6 wins & 6 nominations.
Adventure Time,2010,7+,0,1,0,Adventure Time2010,Pendleton Ward,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",8.6,74176,100,"USA, South Korea",Won 8 Primetime Emmys. Another 18 wins & 48 nominations.
24,2001,16+,0,1,0,242001,"Robert Cochran, Joel Surnow","Action, Crime, Drama, Thriller",8.3,169506,86,USA,Won 2 Golden Globes. Another 72 wins & 208 nominations.
White Collar,2009,16+,0,1,0,White Collar2009,Jeff Eastin,"Comedy, Crime, Drama, Mystery",8.2,116237,96,USA,11 nominations.
Friday Night Lights,2006,7+,0,1,0,Friday Night Lights2006,Peter Berg,"Drama, Sport",8.6,55191,97,USA,Won 3 Primetime Emmys. Another 14 wins & 103 nominations.
Buffy the Vampire Slayer,1997,7+,0,1,0,Buffy the Vampire Slayer1997,Joss Whedon,"Action, Drama, Fantasy, Romance",8.2,128015,82,USA,Nominated for 1 Golden Globe. Another 52 wins & 132 nominations.
Bob's Burgers,2011,16+,0,1,0,Bob's Burgers2011,"Loren Bouchard, Jim Dauterive","Animation, Comedy",8.1,63275,91,USA,Won 2 Primetime Emmys. Another 13 wins & 61 nominations.
Legion,2017,16+,0,1,0,Legion2017,Noah Hawley,"Action, Drama, Sci-Fi, Thriller",8.3,80726,91,USA,Nominated for 1 Primetime Emmy. Another 2 wins & 28 nominations.
Elementary,2012,16+,0,1,0,Elementary2012,Robert Doherty,"Crime, Drama, Mystery",7.9,99919,95,USA,Nominated for 2 Primetime Emmys. Another 6 wins & 17 nominations.
Taboo,2017,16+,0,1,0,Taboo2017,"Chips Hardy, Tom Hardy, Steven Knight","Drama, Mystery, Thriller",8.4,113355,76,UK,Nominated for 2 Primetime Emmys. Another 8 wins & 15 nominations.
Atlanta,2016,18+,0,1,0,Atlanta2016,Donald Glover,"Comedy, Drama, Music",8.6,49532,97,USA,Won 2 Golden Globes. Another 46 wins & 85 nominations.
The Shield,2002,18+,0,1,0,The Shield2002,Shawn Ryan,"Crime, Drama, Thriller",8.7,70439,90,USA,Won 2 Golden Globes. Another 13 wins & 61 nominations.
Normal People,2020,,0,1,0,Normal People2020,0,"Drama, Romance",8.5,29059,83,"Ireland, UK, USA",Nominated for 4 Primetime Emmys. Another 2 wins & 10 nominations.
The Office,2001,16+,0,1,0,The Office2001,"Ricky Gervais, Stephen Merchant","Comedy, Drama",8.5,96652,96,UK,Won 2 Golden Globes. Another 22 wins & 17 nominations.
Misfits,2009,18+,0,1,0,Misfits2009,Howard Overman,"Comedy, Drama, Fantasy, Romance, Sci-Fi",8.2,91936,92,UK,12 wins & 29 nominations.
Veronica Mars,2004,16+,0,1,0,Veronica Mars2004,Rob Thomas,"Crime, Drama, Mystery, Thriller",8.3,66671,92,USA,6 wins & 19 nominations.
11.22.63,2016,18+,0,1,0,11.22.632016,0,"Drama, Mystery, Sci-Fi, Thriller",8.2,70408,80,USA,Nominated for 1 Primetime Emmy. Another 2 wins & 11 nominations.
Frasier,1993,7+,0,1,0,Frasier1993,"David Angell, Peter Casey, David Lee",Comedy,8.0,72051,93,USA,Won 3 Golden Globes. Another 128 wins & 275 nominations.
Line of Duty,2012,18+,0,1,0,Line of Duty2012,Jed Mercurio,"Crime, Drama, Mystery, Thriller",8.7,30775,97,UK,12 wins & 34 nominations.
Steins;Gate,2011,16+,0,1,0,Steins;Gate2011,0,"Animation, Comedy, Drama, Romance, Sci-Fi, Thriller",8.8,41164,100,Japan,0
The Killing,2011,18+,0,1,0,The Killing2011,Veena Sud,"Crime, Drama, Mystery, Thriller",8.2,96097,69,"USA, Canada",Nominated for 1 Golden Globe. Another 3 wins & 46 nominations.
The Good Doctor,2017,16+,0,1,0,The Good Doctor2017,David Shore,Drama,8.2,58820,0,USA,Nominated for 1 Golden Globe. Another 1 win & 14 nominations.
Preacher,2016,18+,0,1,0,Preacher2016,"Sam Catlin, Evan Goldberg, Seth Rogen","Adventure, Drama, Fantasy, Horror, Mystery",8.0,66584,87,0,1 win & 15 nominations.
The Orville,2017,16+,0,1,0,The Orville2017,Seth MacFarlane,"Adventure, Comedy, Drama, Sci-Fi",8.0,57240,65,USA,Nominated for 1 Primetime Emmy. Another 3 wins & 11 nominations.
Desperate Housewives,2004,7+,0,1,0,Desperate Housewives2004,Marc Cherry,"Comedy, Drama, Mystery, Romance",7.5,113769,72,USA,Won 3 Golden Globes. Another 63 wins & 189 nominations.
Over the Garden Wall,2014,7+,0,1,0,Over the Garden Wall2014,0,"Animation, Adventure, Drama, Family, Fantasy, Horror, Mystery, Thriller",8.8,37630,88,USA,Won 2 Primetime Emmys. Another 2 wins & 8 nominations.
Revenge,2011,16+,0,1,0,Revenge2011,Mike Kelley,"Drama, Mystery, Thriller",7.8,111172,69,USA,Nominated for 1 Golden Globe. Another 6 wins & 28 nominations.
Tokyo Ghoul,2014,18+,0,1,0,Tokyo Ghoul2014,0,"Animation, Action, Drama, Fantasy, Horror, Thriller",7.9,33480,100,Japan,1 win.
Superstore,2015,16+,0,1,0,Superstore2015,Justin Spitzer,Comedy,7.8,18261,92,USA,2 wins & 14 nominations.
Lie to Me,2009,16+,0,1,0,Lie to Me2009,Samuel Baum,"Crime, Drama, Mystery, Thriller",8.0,109592,78,USA,Nominated for 1 Primetime Emmy. Another 4 wins & 7 nominations.
One Piece,1999,7+,0,1,0,One Piece1999,Eiichiro Oda,"Animation, Action, Adventure, Comedy, Fantasy",8.7,63315,0,Japan,3 wins & 9 nominations.
Spaced,1999,18+,0,1,0,Spaced1999,0,"Action, Comedy",8.6,49887,100,UK,2 wins & 6 nominations.
12 Monkeys,2015,16+,0,1,0,12 Monkeys2015,"Travis Fickett, Terry Matalas","Adventure, Drama, Mystery, Sci-Fi, Thriller",7.7,39619,88,USA,4 wins & 10 nominations.
Devs,2020,18+,0,1,0,Devs2020,Alex Garland,"Drama, Mystery, Sci-Fi, Thriller",7.7,23461,81,"UK, USA",Nominated for 4 Primetime Emmys. Another 3 nominations.
